iri,source_file,parent_iris,label_en,label_de,label_none,definition_en,definition_de,definition_none,label_en_suggested,label_de_suggested,definition_en_suggested,definition_de_suggested,notes
https://w3id.org/pmd/co/PMD_0000980,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000847,thermal conductivity measuring function,Wärmeleitfähigkeitsmessfunktion,,A measuring function that inheres in devices used to measure the thermal conductivity of materials.,"Eine Funktion, die in Geräten besteht, die zur Messung der Wärmeleitfähigkeit von Materialien verwendet werden.",,,,measuring function that inheres in devices designed to determine the thermal conductivity of a material,"Messfunktion, die in Geräten vorliegt, die zur Bestimmung der Wärmeleitfähigkeit von Materialien ausgelegt sind",
https://w3id.org/pmd/co/PMD_0000983,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,thermocouple,Thermoelement,,A device for measuring temperature in which a pair of wires of dissimilar metals (such as copper and iron) are joined and the free ends of the wires are connected to an instrument (such as a voltmeter) that measures the difference in potential created at the junction of the two metals.,"Ein Gerät zur Temperaturmessung, bei dem ein Paar Drähte aus unterschiedlichen Metallen (z. B. Kupfer und Eisen) verbunden und die freien Enden der Drähte mit einem Instrument (z. B. einem Voltmeter) verbunden werden, das die an der Verbindungsstelle erzeugte der beiden Metalle Potentialdifferenz misst .",,,,measuring device that determines temperature by measuring the thermoelectric voltage generated at the junction of two electrically connected wires of dissimilar metals,"Messgerät, das die Temperatur durch Messung der thermoelektrischen Spannung bestimmt, die an der Kontaktstelle zweier elektrisch verbundener Drähte aus verschiedenen Metallen entsteht",
https://w3id.org/pmd/co/PMD_0000984,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000968,thermocycler,Thermocycler,,"A thermocycler is a temperature change device that rapidly changes the temperature of a sample in cycles, often used in polymerase chain reactions (PCR).","Ein Thermocycler ist ein Temperaturwechselgerät, das die Temperatur einer Probe in Zyklen schnell ändert, oft verwendet in der Polymerase-Kettenreaktion (PCR).",,,,"temperature change device that subjects a sample to precisely controlled, rapidly alternating temperature cycles","Temperaturwechselgerät, das eine Probe präzise gesteuerten, schnell wechselnden Temperaturzyklen aussetzt",
https://w3id.org/pmd/co/PMD_0000990,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000557,thin layer chromatography system,Dünnschichtchromatographiesystem,,A chromatography system used for separating compounds in a sample using a thin layer of adsorbent material on a plate.,Ein Chromatographiesystem zur Trennung von Verbindungen in einer Probe unter Verwendung einer dünnen Schicht adsorbierenden Materials auf einer Platte.,,,,chromatography system that separates compounds in a sample by their differential migration through a thin layer of adsorbent material coated on a flat plate,"Chromatographiesystem, das Verbindungen in einer Probe durch ihre unterschiedliche Migration durch eine dünne Schicht aus Adsorbens auf einer ebenen Platte trennt",
https://w3id.org/pmd/co/PMD_0000991,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000508,3d printer,3D-Drucker,,A 3D Printer is an additive manufacturing device that creates three-dimensional objects by building them layer by layer from a digital model.,"Ein 3D-Drucker ist ein Gerät für die additive Fertigung, das dreidimensionale Objekte durch schichtweises Aufbauen aus einem digitalen Modell erzeugt.",,,,additive manufacturing device that constructs three-dimensional objects layer by layer from a digital model,"Gerät für die additive Fertigung, das dreidimensionale Objekte schichtweise auf Grundlage eines digitalen Modells aufbaut",
https://w3id.org/pmd/co/PMD_0000994,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,torsion testing machine,Torsionsprüfmaschine,,A device used to test the resistance of materials to twisting forces by applying a torque and measuring the resulting deformation.,Ein Gerät zur Prüfung des Widerstands von Materialien gegenüber Drehkräften durch Anwendung eines Drehmoments und Messung der resultierenden Verformung.,,,,measuring device that determines the torsional properties of a material by applying a defined torque and measuring the resulting angular deformation,"Messgerät, das die Torsionseigenschaften eines Materials bestimmt, indem es ein definiertes Drehmoment aufbringt und die resultierende Winkeldrehung misst",
https://w3id.org/pmd/co/PMD_0000997,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000561,ultrasonic cleaner,Ultraschallreiniger,,A device that uses ultrasound and a cleaning solvent to clean delicate or complex items.,"Ein Gerät, das Ultraschall und ein Reinigungsmittel verwendet, um empfindliche oder komplexe Gegenstände zu reinigen.",,,,cleaning device that removes contaminants from items by transmitting ultrasonic energy through a liquid cleaning medium,"Reinigungsgerät, das Verunreinigungen von Gegenständen entfernt, indem es Ultraschallenergie durch ein flüssiges Reinigungsmedium überträgt",
https://w3id.org/pmd/co/PMD_0000998,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,ultraviolet visible spectrophotometer,Ultraviolett-Visible-Spektrophotometer,,A device used to measure the absorbance of a sample in the ultraviolet and visible regions of the electromagnetic spectrum.,Ein Gerät zur Messung der Absorption einer Probe im ultravioletten und sichtbaren Bereich des elektromagnetischen Spektrums.,,uV-Vis spectrophotometer,uV-Vis-Spektrophotometer,measuring device that quantifies the absorbance or transmittance of a sample across the ultraviolet and visible regions of the electromagnetic spectrum,"Messgerät, das die Absorption oder Transmission einer Probe im ultravioletten und sichtbaren Bereich des elektromagnetischen Spektrums quantifiziert",
https://w3id.org/pmd/co/PMD_0001004,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,viscometer,Viskosimeter,,"A device used to measure the viscosity of liquids, providing information about their flow properties.","Ein Gerät zur Messung der Viskosität von Flüssigkeiten, das Informationen über ihre Fließeigenschaften liefert.",,,,measuring device that determines the viscosity of a fluid by quantifying its resistance to flow under defined conditions,"Messgerät, das die Viskosität eines Fluids bestimmt, indem es dessen Strömungswiderstand unter definierten Bedingungen quantifiziert",
https://w3id.org/pmd/co/PMD_0001006,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,water purification system,Wasseraufbereitungssystem,,A water purification system is a device used to remove contaminants from water to produce clean and safe drinking water.,"Ein Wasseraufbereitungssystem ist ein Gerät, das verwendet wird, um Verunreinigungen aus Wasser zu entfernen, um sauberes und sicheres Trinkwasser herzustellen.",,,,measuring device that removes contaminants from water to produce water of a defined purity,"Gerät, das Verunreinigungen aus Wasser entfernt, um Wasser einer definierten Reinheit herzustellen",
https://w3id.org/pmd/co/PMD_0001007,src/ontology/components/pmdco-devices.owl,[complex],waterjet cutter,Wasserstrahlschneider,,"A device that utilizes a high-pressure stream of water or a water stream with abrasive particles to cut materials such as metal, stone, plastic, etc.","Ein Gerät, das einen Hochdruckwasserstrahl oder einen Wasserstrahl mit abrasiven Partikeln verwendet, um Materialien wie Metall, Stein, Kunststoff usw. zu schneiden.",,,,"cutting device that severs materials by directing a high-pressure jet of water, optionally mixed with abrasive particles, onto the workpiece","Schneidgerät, das Materialien trennt, indem ein Hochdruckwasserstrahl, gegebenenfalls mit abrasiven Partikeln versetzt, auf das Werkstück gerichtet wird",
https://w3id.org/pmd/co/PMD_0001009,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,wear testing machine,Verschleißprüfmaschine,,A device used to test the wear resistance of materials by subjecting them to abrasive conditions.,Ein Gerät zur Prüfung der Verschleißfestigkeit von Materialien durch Aussetzen dieser Bedingungen unter Abrasivbedingungen.,,,,measuring device that quantifies the wear resistance of a material by subjecting it to defined abrasive or sliding contact conditions and measuring the resulting material loss or surface degradation,"Messgerät, das die Verschleißbeständigkeit eines Materials quantifiziert, indem es dieses definierten Abrasions- oder Gleitkontaktbedingungen aussetzt und den resultierenden Materialverlust oder Oberflächenabbau misst",
https://w3id.org/pmd/co/PMD_0001011,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,welding device,Schweißgerät,,"A device used for joining materials by melting them together, typically with the addition of a filler material.","Ein Gerät zum Verbinden von Materialien durch Schmelzen, üblicherweise unter Zugabe eines Füllmaterials.",,,,"device that joins materials by locally melting them, with or without the addition of a filler material, to form a permanent bond upon solidification","Gerät, das Materialien durch lokales Aufschmelzen, mit oder ohne Zusatz eines Schweißzusatzwerkstoffs, zu einer dauerhaften Verbindung nach dem Erstarren fügt",
https://w3id.org/pmd/co/PMD_0001013,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000812,welding function,Schweißfunktion,,A welding function is a joining function that is realized in fusing materials by welding.,"Eine Unterfunktion des Verbindens, die durchgeführt wird, um Materialien durch Schweißtechniken zu verbinden.",,,,"joining function that is realised by fusing materials through the application of heat and, where required, pressure or filler material","Fügefunction, die durch das Verschmelzen von Werkstoffen mittels Wärmeeinwirkung und gegebenenfalls Druck oder Schweißzusatzwerkstoff realisiert wird",
https://w3id.org/pmd/co/PMD_0001020,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,x-ray diffractometer,Röntgenbeugungsgerät,,An X-Ray diffractometer is a measuring device that determines the crystal structure of materials by analyzing the diffraction patterns of X-rays passed through a sample.,"Ein Röntgenbeugungsgerät ist ein Messgerät, das die Kristallstruktur von Materialien durch Analyse der Beugungsmuster von durch eine Probe geleiteten Röntgenstrahlen bestimmt.",,x-ray diffractometer,röntgendiffraktometer,measuring device that determines the crystallographic structure of a material by recording and analysing the diffraction pattern produced when X-rays interact with a sample,"Messgerät, das die kristallographische Struktur eines Materials bestimmt, indem es das Beugungsmuster aufnimmt und auswertet, das bei der Wechselwirkung von Röntgenstrahlen mit einer Probe entsteht",
https://w3id.org/pmd/co/PMD_0001021,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,x-ray analyzer,Röntgenanalysator,,A device used to analyze the composition and properties of materials through X-ray techniques such as diffraction or fluorescence.,Ein Gerät zur Analyse der Zusammensetzung und Eigenschaften von Materialien durch Röntgenverfahren wie Beugung oder Fluoreszenz.,,,,measuring device that characterises the elemental composition or structural properties of a material by detecting and analysing X-rays generated by or interacting with the sample,"Messgerät, das die elementare Zusammensetzung oder strukturellen Eigenschaften eines Materials charakterisiert, indem es Röntgenstrahlen detektiert und analysiert, die vom Material erzeugt oder mit ihm wechselwirken",
https://w3id.org/pmd/co/PMD_0001022,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,x-ray computed tomography system,Röntgen-Computertomographiesystem,,A device that uses X-ray computed tomography techniques to produce cross-sectional images of a material.,"Ein Gerät, das Röntgen-Computertomographietechniken verwendet, um Querschnittsbilder eines Materials zu erstellen.",,,,measuring device that generates cross-sectional and three-dimensional images of a material's internal structure by acquiring and reconstructing X-ray attenuation data from multiple angles,"Messgerät, das Querschnitts- und dreidimensionale Abbildungen der inneren Struktur eines Materials erzeugt, indem es Röntgenschwächungsdaten aus mehreren Winkeln erfasst und rekonstruiert",
https://w3id.org/pmd/co/PMD_0001023,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,x-ray mapping device,Röntgenkartierungsgerät,,A device used for mapping the spatial distribution of elements or compounds within a material using X-ray fluorescence or diffraction techniques.,"Ein Gerät, das zur Kartierung der räumlichen Verteilung von Elementen oder Verbindungen innerhalb eines Materials mithilfe von Röntgenfluoreszenz- oder -beugungstechniken verwendet wird.",,,,measuring device that records the spatially resolved distribution of elements or phases within a material using position-sensitive X-ray fluorescence or diffraction detection,"Messgerät, das die ortsaufgelöste Verteilung von Elementen oder Phasen innerhalb eines Materials mithilfe ortsempfindlicher Röntgenfluoreszenz- oder Röntgenbeugungsdetektion erfasst",
https://w3id.org/pmd/co/PMD_0001024,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,x-ray microanalysis system,Röntgenmikroanalyssystem,,A device used for microanalysis of materials using X-ray techniques to determine elemental composition at a microscopic scale.,Ein Gerät zur Mikroanalyse von Materialien unter Verwendung von Röntgentechniken zur Bestimmung der Elementzusammensetzung auf mikroskopischer Ebene.,,,röntgenmikroanalysesystem,measuring device that determines the elemental composition of a material at the microscale by generating and analysing characteristic X-rays emitted from a localised sample volume,"Messgerät, das die elementare Zusammensetzung eines Materials auf mikroskopischer Ebene bestimmt, indem es charakteristische Röntgenstrahlen aus einem lokalisierten Probenvolumen erzeugt und analysiert",
https://w3id.org/pmd/co/PMD_0001998,src/ontology/components/pmdco-devices.owl,[complex],cutting device,,,"A device designed to cut, slice, divide, or sever objects.",,,,schneidgerät,"device designed to sever or divide material objects by applying a concentrated mechanical, thermal, hydraulic, or photonic force along a defined cutting path","Gerät, das dazu ausgelegt ist, Gegenstände durch Aufbringen einer konzentrierten mechanischen, thermischen, hydraulischen oder photonischen Kraft entlang einer definierten Schnittlinie zu trennen oder zu teilen",
https://w3id.org/pmd/co/PMD_0001999,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,hand held device,,,A device that has the disposition to be grasped and operated by a human hand and is designed for manual use.,,,handheld device,handgerät,device that is designed to be grasped and operated by a human hand during use,"Gerät, das dafür ausgelegt ist, während des Betriebs mit einer menschlichen Hand gehalten und bedient zu werden",
https://w3id.org/pmd/co/PMD_0020183,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000648,stretch straightener machine,Recker,,"A strech straightener machine is a forming machine that is used in a ""forming under tensile conditions"" process.",,,stretch straightening machine,,forming machine that straightens workpieces by applying tensile forces to induce plastic elongation,"Umformmaschine, die Werkstücke durch Aufbringen von Zugkräften zur plastischen Streckung richtet",
https://w3id.org/pmd/co/PMD_0020184,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,rolling mill,Walzwerk,,A rolling mill is a device that has part some rolling stand and whose specified input participates in some forming process.,,,,,device that comprises at least one rolling stand and in which a workpiece undergoes a rolling process,"Gerät, das mindestens ein Walzgerüst umfasst und in dem ein Werkstück einem Walzprozess unterzogen wird",
https://w3id.org/pmd/co/PMD_0020185,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,rolling stand,,,"A rolling stand is a device that is part of a rolling mill, has some work rolls and participates in a rolling pass.","Ein Walzstock ist ein Teil eines Walzwerks, hat als Teil Arbeitswalzen und nimmt Teil an einen Walzstich.",,,walzgerüst,"device that is part of a rolling mill, bears the work rolls, and directly applies the rolling force to a workpiece during a rolling pass","Gerät, das Teil eines Walzwerks ist, die Arbeitswalzen trägt und die Walzkraft während eines Walzstichs unmittelbar auf das Werkstück überträgt",
https://w3id.org/pmd/co/PMD_0025008,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000624,transmission electron microscope,Transmissionselektronenmikroskop,,An electron microscope that produces high-resolution images of a sample's internal structure by transmitting electrons through the sample.,"Ein Elektronenmikroskop, das hochauflösende Bilder der inneren Struktur einer Probe erzeugt, indem es Elektronen durch die Probe strahlt.",,,,electron microscope that produces high-resolution images of a specimen's internal structure by transmitting an electron beam through the specimen,"Elektronenmikroskop, das hochauflösende Bilder der inneren Struktur einer Probe erzeugt, indem ein Elektronenstrahl durch die Probe hindurchgeführt wird",
https://w3id.org/pmd/co/PMD_0025021,src/ontology/components/pmdco-devices.owl,https://w3id.org/pmd/co/PMD_0000602,stamping press,Stanzmachine,,Stamping press is a metalworking device which is used to shape a cut metal by deforming it with a die.,"Eine Stanzmachine ist ein Werkzeug/Gerät zur Metallbearbeitung, das dazu dient, geschnittenes Metall durch Verformung mit einer Matrize zu formen.",,,stanzpresse,device that shapes a metal workpiece by pressing it against a die to produce a desired form through plastic deformation,"Gerät, das ein metallisches Werkstück durch Pressen gegen eine Matrize plastisch verformt, um eine gewünschte Form zu erzeugen",
https://w3id.org/pmd/co/PMD_0060006,src/ontology/components/pmdco-devices.owl,http://purl.obolibrary.org/obo/IAO_0000033,device specification,,,"A directive information entity that outlines the technical requirements, features, constraints, and performance criteria of a specific device, guiding its design, manufacturing, operation, or maintenance.",,,,gerätespezifikation,"directive information entity that prescribes the technical requirements, functional characteristics, and performance criteria that a device must satisfy","direktive Informationseinheit, die die technischen Anforderungen, funktionalen Merkmale und Leistungskriterien vorschreibt, die ein Gerät erfüllen muss",
https://w3id.org/pmd/co/PMD_0000053,src/ontology/components/pmdco-manufacturing.owl,[complex],melting process,Schmelzprozess,,a thermally induced change of aggregate state during which a solid material undergoes a phase transition into a liquid state. It involves the absorption of heat and occurs at or above the material's melting point.,"Ein Schmelzvorgang ist ein thermisch induzierter Prozess, bei dem ein festes Material einen Phasenübergang in einen flüssigen Zustand erfährt. Er beinhaltet die Absorption von Wärme und findet bei oder oberhalb des Schmelzpunkts des Materials statt.",,,schmelzvorgang,thermally induced process in which a solid material undergoes a phase transition to the liquid state through the absorption of heat at or above the material's melting point,"thermisch induzierter Prozess, bei dem ein festes Material durch Wärmeaufnahme bei oder oberhalb seines Schmelzpunkts einen Phasenübergang in den flüssigen Zustand erfährt",
https://w3id.org/pmd/co/PMD_0000103,src/ontology/components/pmdco-manufacturing.owl,https://w3id.org/pmd/co/PMD_0000833,hardening,,,A manufacturing process that increases the strength and hardness of a material.,,,hardening process,härtungsprozess,manufacturing process that increases the hardness and strength of a material by modifying its microstructure or surface,"Herstellungsprozess, der die Härte und Festigkeit eines Werkstoffs durch Veränderung seiner Mikrostruktur oder Oberfläche erhöht",
https://w3id.org/pmd/co/PMD_0000104,src/ontology/components/pmdco-manufacturing.owl,https://w3id.org/pmd/co/PMD_0000103,ion-exchange hardening,,,Hardening process used in glass manufacturing where ions in the glass are replaced by larger ions from a solution which create compressive stress and increased hardness.,,,ion-exchange hardening process,ionenaustausch-Härtungsprozess,"hardening process applied to glass in which smaller surface ions are replaced by larger ions from a salt bath, generating compressive stress that increases surface hardness","Härtungsprozess für Glas, bei dem kleinere Oberflächenionen durch größere Ionen aus einem Salzbad ersetzt werden, wodurch Druckspannungen erzeugt werden, die die Oberflächenhärte erhöhen",
https://w3id.org/pmd/co/PMD_0000113,src/ontology/components/pmdco-manufacturing.owl,http://purl.obolibrary.org/obo/COB_0000035,conventional ceramics manufacturing,,,A process that relies on traditional and manual methods to produce ceramics.,,,,konventionelle Keramikfertigung,"process that produces ceramic articles using established manual or semi-manual shaping, drying, and firing methods","Prozess, bei dem keramische Erzeugnisse mit etablierten manuellen oder halbmanuellen Formgebungs-, Trocknungs- und Brennverfahren hergestellt werden",
https://w3id.org/pmd/co/PMD_0000122,src/ontology/components/pmdco-manufacturing.owl,http://purl.obolibrary.org/obo/BFO_0000023,laminate ply role,,,role inherent in a single two-dimensional sheet that provides a specific high-strength orientation within a multi-layered stack,,,,laminatlagenrolle,"role borne by a single two-dimensional sheet within a multi-layered stack, by virtue of which it provides a specific fibre orientation that contributes to the structural strength of the laminate","Rolle, die von einer einzelnen zweidimensionalen Schicht innerhalb eines Mehrschichtaufbaus getragen wird und durch die sie eine bestimmte Faserorientierung bereitstellt, die zur strukturellen Festigkeit des Laminats beiträgt",
https://w3id.org/pmd/co/PMD_0000124,src/ontology/components/pmdco-manufacturing.owl,http://purl.obolibrary.org/obo/BFO_0000023,sandwich sheet role,,,"a stiff, strong material that carries bending loads through tensile and compressive stresses when integrated into a panel assembly",,,,sandwichdeckschichtenrolle,"role borne by a stiff, strong material layer in a panel assembly, by virtue of which it carries bending-induced tensile and compressive stresses as a face sheet","Rolle, die von einer steifen, hochfesten Materialschicht in einem Paneelaufbau getragen wird und durch die sie als Deckschicht biegungsinduzierte Zug- und Druckspannungen aufnimmt",
https://w3id.org/pmd/co/PMD_0000125,src/ontology/components/pmdco-manufacturing.owl,http://purl.obolibrary.org/obo/BFO_0000023,sandwich core role,,,"a lightweight, low-density material that maintains the separation of face sheets and withstands transverse shear stresses",,,,sandwichkernrolle,"role borne by a lightweight, low-density material in a panel assembly, by virtue of which it maintains the separation of the face sheets and transmits transverse shear stresses","Rolle, die von einem leichten, niedrigdichten Werkstoff in einem Paneelaufbau getragen wird und durch die er den Abstand der Deckschichten aufrechterhält und Querschubspannungen überträgt",
https://w3id.org/pmd/co/PMD_0000513,src/ontology/components/pmdco-manufacturing.owl,http://purl.obolibrary.org/obo/BFO_0000015,aging process,Alterungsprozess,,The process of hardening an alloy by a method that causes a constituent to precipitate from solid solution.,"Das Aging oder Auslagern ist ein Anlassvorgang, der den Martensit (Härtungsgefüge) wieder duktil und verformbar macht. Dabei wird ein Agingvorgang genutzt, nämlich die Bildung von Ausscheidungen in Form von FeXCY - Carbiden",,,alterungsbehandlung,"process in which an alloy is held at a controlled temperature to cause a strengthening constituent to precipitate from solid solution, thereby increasing hardness and strength","Prozess, bei dem eine Legierung bei einer kontrollierten Temperatur gehalten wird, um die Ausscheidung einer festigkeitssteigernden Phase aus dem Mischkristall zu bewirken und dadurch Härte und Festigkeit zu erhöhen",
https://w3id.org/pmd/co/PMD_0000524,src/ontology/components/pmdco-manufacturing.owl,https://w3id.org/pmd/co/PMD_0000833,assembling process,Assemblierungsprozess,,An assembling process is a manufacturing process that mounts or demounts components.,,,,fügeprozess,manufacturing process that joins or separates components to form or dismantle a product,"Herstellungsprozess, bei dem Komponenten verbunden oder getrennt werden, um ein Produkt herzustellen oder zu zerlegen",
https://w3id.org/pmd/co/PMD_0000534,src/ontology/components/pmdco-manufacturing.owl,http://purl.obolibrary.org/obo/BFO_0000023,blank role,Rohling-Rolle,,"Role of an object, which is realized in a preparation process",,,,rohlingrolle,role borne by an object by virtue of which it serves as unfinished starting material in a preparation or forming process,"Rolle, die von einem Objekt getragen wird und durch die es als unfertige Ausgangsform in einem Vorbereitungs- oder Umformprozess dient",
https://w3id.org/pmd/co/PMD_0000540,src/ontology/components/pmdco-manufacturing.owl,https://w3id.org/pmd/co/PMD_0000550,burning,Brennen,,"a 'changing properties of material' process that involves burning typically refers to the application of high heat, often resulting in combustion or thermal degradation, to alter the physical or chemical properties of a material, leading to changes like hardening, alteration in chemical composition, or reduction in mass,","Ein Stoffeigenschaftsänderungsprozess, der das Brennen beinhaltet, bezieht sich in der Regel auf die Anwendung großer Hitze, die oft zu einer Verbrennung oder thermischen Zersetzung führt, um die physikalischen oder chemischen Eigenschaften eines Materials zu verändern, was zu Veränderungen wie Härtung, Änderung der chemischen Zusammensetzung oder Verringerung der Masse führt,",,,,"changing-properties-of-material process in which high heat is applied to a material to induce combustion or thermal decomposition, resulting in alterations such as hardening, changes in chemical composition, or mass reduction","Stoffeigenschaftsänderungsprozess, bei dem einem Werkstoff hohe Wärme zugeführt wird, um Verbrennung oder thermische Zersetzung herbeizuführen, was zu Veränderungen wie Härtung, Änderung der chemischen Zusammensetzung oder Massenabnahme führt",
https://w3id.org/pmd/co/PMD_0000550,src/ontology/components/pmdco-manufacturing.owl,https://w3id.org/pmd/co/PMD_0000833,changing properties of material,Stoffeigenschaft Ändern,,"A manufacturing process that modifies the characteristics of the material from which a workpiece is made, including by processes at the submicroscopic or atomic scale, such as atomic diffusion, dislocation formation and movement in the atomic lattice or chemical reactions, whereby the resulting shape changes are not characteristic of these processes.","Ein Herstellungsprozess, der die Merkmale des Materials, aus dem ein Werkstück gefertigt ist, modifiziert, was unter anderem durch Vorgänge im submikroskopischen oder atomaren Bereich erfolgt, wie etwa durch Atomdiffusion, die Versetzungsentstehung und -bewegung im Atomgitter oder durch chemische Reaktionen, wobei die dabei auftretenden Formveränderungen nicht charakteristisch für diese Verfahren sind.",,material property changing process,stoffeigenschaftsänderungsprozess,"manufacturing process that modifies the characteristics of the material constituting a workpiece through mechanisms such as atomic diffusion, dislocation formation and movement, or chemical reactions, without shape change being the defining outcome","Herstellungsprozess, der die Eigenschaften des Werkstoffs eines Werkstücks durch Mechanismen wie Atomdiffusion, Versetzungsentstehung und -bewegung oder chemische Reaktionen verändert, ohne dass eine Formänderung das charakteristische Ergebnis ist",
https://w3id.org/pmd/co/PMD_0000560,src/ontology/components/pmdco-manufacturing.owl,https://w3id.org/pmd/co/PMD_0000927,cleaning,Reinigen,,"A separating process that involves removing unwanted material from a surface through cleaning methods, which may include processes like blasting, washing, or chemical cleaning.","Ein Trennprozess, bei dem unerwünschtes Material von einer Oberfläche durch Reinigungsmethoden entfernt wird, die Verfahren wie Strahlen, Waschen oder chemische Reinigung umfassen können.",,,,"separating process that removes unwanted material from the surface of a workpiece by methods such as blasting, washing, or chemical treatment","Trennprozess, bei dem unerwünschtes Material durch Verfahren wie Strahlen, Waschen oder chemische Behandlung von der Oberfläche eines Werkstücks entfernt wird",
https://w3id.org/pmd/co/PMD_0000563,src/ontology/components/pmdco-manufacturing.owl,https://w3id.org/pmd/co/PMD_0000833,coating,Beschichten,,"A manufacturing process that aims to deposit a permanently adhering layer of a material without a form onto a workpiece, whereby the immediate state of the coating material directly before application is essential.","Ein Herstellungsprozess, der darauf abzielt, eine dauerhaft haftende Schicht aus einem Material ohne Form auf ein Werkstück aufzubringen, wobei der unmittelbare Zustand des Beschichtungsmaterials direkt vor dem Auftragen entscheidend ist.",,,beschichten,,"Fertigungsverfahren, das darauf abzielt, eine dauerhaft haftende Schicht aus einem formlosen Werkstoff auf ein Werkstück aufzubringen, wobei der unmittelbare Zustand des Beschichtungswerkstoffs unmittelbar vor dem Auftragen maßgeblich ist",
https://w3id.org/pmd/co/PMD_0000565,src/ontology/components/pmdco-manufacturing.owl,https://w3id.org/pmd/co/PMD_0000563,coating by soldering,Beschichten Durch Löten,,A coating process that involves applying a coating using soldering techniques.,"Ein Beschichtungsprozess, der das Auftragen einer Beschichtung mittels Löten beinhaltet.",,,beschichten durch Löten,coating process that deposits a layer of material onto a workpiece by means of soldering techniques,"Beschichtungsverfahren, bei dem durch Löten eine Schicht aus Lot- oder Beschichtungswerkstoff dauerhaft auf ein Werkstück aufgebracht wird",
https://w3id.org/pmd/co/PMD_0000566,src/ontology/components/pmdco-manufacturing.owl,https://w3id.org/pmd/co/PMD_0000563,coating by welding,Beschichten Durch Schweissen,,A coating process that involves applying a coating using welding techniques.,"Ein Beschichtungsprozess, der das Auftragen einer Beschichtung mittels Schweißen beinhaltet.",,,beschichten durch Schweißen,coating process that deposits a layer of material onto a workpiece by means of welding techniques,"Beschichtungsverfahren, bei dem durch Schweißen eine Schicht aus Schweißzusatzwerkstoff dauerhaft auf ein Werkstück aufgebracht wird",
https://w3id.org/pmd/co/PMD_0000569,src/ontology/components/pmdco-manufacturing.owl,https://w3id.org/pmd/co/PMD_0000563,coating from the gaseous or vapour state,Beschichten Aus Dem Gasförmigen Oder Dampfförmigen Zustand,,A coating process that involves applying a coating from a gaseous or vapor state.,"Ein Beschichtungsprozess, der das Auftragen einer Beschichtung aus einem gasförmigen oder dampfförmigen Zustand beinhaltet.",,,beschichten aus dem gas- oder dampfförmigen Zustand,coating process that deposits a layer of material onto a workpiece from a gaseous or vapour phase,"Beschichtungsverfahren, bei dem der Beschichtungswerkstoff aus der Gas- oder Dampfphase auf ein Werkstück abgeschieden wird",
https://w3id.org/pmd/co/PMD_0000570,src/ontology/components/pmdco-manufacturing.owl,https://w3id.org/pmd/co/PMD_0000563,coating from the granular or powdery state,Beschichten Aus Dem Körnigen Oder Pulverförmigen Zustand,,A coating process that involves applying a coating from a granular or powdery state.,"Ein Beschichtungsprozess, der das Auftragen einer Beschichtung aus einem körnigen oder pulverförmigen Zustand beinhaltet.",,,beschichten aus dem körnigen oder pulverförmigen Zustand,coating process that deposits a layer of material onto a workpiece from a granular or powdery state,"Beschichtungsverfahren, bei dem der Beschichtungswerkstoff in körniger oder pulverförmiger Form auf ein Werkstück aufgebracht wird",
